"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1860942154086191530","Tue Nov 26 22:11:11 +0000 2024","0","@jansen_jsp @ridwankamil Mengikuti arus bisa membantu kita melihat situasi sehingga tdk salah dalam mengambil keputusan &amp; melangkah. Dalam menjalani kehidupan ada keadaan tertentu ketika kita harus mengikuti arus. Ketika mengikuti arus boleh dibilang mempertaruhkan segalanya tetapi ada imbalannya.","1861533185303290132","","jansen_jsp","in","Jakarta Timur, DKI Jakarta","0","0","0","https://x.com/keto_ssk/status/1861533185303290132","2269906963","keto_ssk"
"1860942154086191530","Tue Nov 26 22:05:29 +0000 2024","0","@Top8rendusara @jansen_jsp @ridwankamil Halah cengkuneknya","1861531750985592993","","Top8rendusara","in","","0","0","0","https://x.com/chumaidijusuf/status/1861531750985592993","1137905747725963264","chumaidijusuf"
"1861266131153232384","Tue Nov 26 22:05:24 +0000 2024","0","@TeddGus @prabowo @ridwankamil Nggak ada kok Ted...nggak usah nangis gitu lah...orang meludah di depan orang lain nggak ada peraturan yang melarang...tapi kalau anda lakukan namanya tidak beretika","1861531730395701740","","TeddGus","in","","0","0","0","https://x.com/ratrisx/status/1861531730395701740","95118767","ratrisx"
"1861011951331274765","Tue Nov 26 22:05:22 +0000 2024","0","@xquitavee @ridwankamil Jakarta ngga rido https://t.co/9Ch1XIP382","1861531720094507028","https://pbs.twimg.com/media/GdV9O_ibMAAa92j.jpg","xquitavee","in","","0","0","0","https://x.com/SyukronObod/status/1861531720094507028","1667480728890916864","SyukronObod"
"1861315341676356083","Tue Nov 26 22:02:20 +0000 2024","15","@vanilla__1808 @WagimanDeep212_ Si @ridwankamil emang ondel2nya @jokowi tapi kayanya udh dicuekin krn elektabilitas jelek.","1861530959247745182","","vanilla__1808","in","","0","0","0","https://x.com/chumaidijusuf/status/1861530959247745182","1137905747725963264","chumaidijusuf"
"1861315341676356083","Tue Nov 26 22:01:27 +0000 2024","0","@WagimanDeep212_ Gmn nih Kang @ridwankamil ?","1861530735838142526","","WagimanDeep212_","in","","0","0","0","https://x.com/chumaidijusuf/status/1861530735838142526","1137905747725963264","chumaidijusuf"
"1860942154086191530","Tue Nov 26 21:58:19 +0000 2024","0","@jansen_jsp @ridwankamil Awas kt ketipu lg!!! https://t.co/x7kPbX7kMe","1861529945513898213","https://pbs.twimg.com/media/GdV7ndnbQAAYt0z.jpg","jansen_jsp","in","","0","0","0","https://x.com/andy_jakarta77/status/1861529945513898213","1823311688151814144","andy_jakarta77"
"1861266131153232384","Tue Nov 26 21:57:43 +0000 2024","0","@TeddGus @prabowo @ridwankamil Emang lu Ted dipemerintahan sebagai apaan sih juru bicara atau cuma lagi berupaya cari muka agar bisa .","1861529797572395259","","TeddGus","in","","0","0","0","https://x.com/ote_diad95663/status/1861529797572395259","1732190699242835968","ote_diad95663"
"1861266131153232384","Tue Nov 26 21:56:09 +0000 2024","0","@TeddGus @prabowo @ridwankamil Masalahnya bukan soal sanksi atau tidak tapi meskipun itu melanggar apakah bawaslu berani memanggil nya??? Wong klu semua punya integritas dan konsisten tidak akan ada yang namanya seorang gibran jadi wapres... Berhubung semuanya takut gak makan beserta keluarganya jadilah begini","1861529400107508014","","TeddGus","in","","0","0","0","https://x.com/kkarthakkartha/status/1861529400107508014","1835648245839921152","kkarthakkartha"
"1861266131153232384","Tue Nov 26 21:55:53 +0000 2024","1","@TeddGus @hnirankara @prabowo @ridwankamil Emang kamu pinter? Mana ada Pinter kena DO dari Kampus RUKO..","1861529334978416906","","TeddGus","in","Indonesia","0","0","0","https://x.com/QiayKeren79/status/1861529334978416906","1478885236440141826","QiayKeren79"
